mouseid_session_phase_cue_date,Condition,#rewards,#entrances,RERatio,PTimeCenter,PTimeAnnulus,MeanSpeed,SESpeed,MeanTargSpeed,SETargSpeed,Speed2TargetR,SESpeed2TargetR,MeanX,SEX,MeanY,SEY,MeanScatX,SEScatX,MeanScatY,SEScatY,MeanAccScatX,SESAcccatX,MeanAccScatY,SESAcccatY,MeanPauseX,SEPauseX,MeanPauseY,SEPauseY,MeanScatPauseX,SEScatPauseX,MeanScatPauseY,SEScatPauseY,MeanAccPauseX,SESAccPauseX,MeanSAccPauseY,SESAccPauseY,MeanPauseAngle,SEPauseAngle,%TimeQuadNE,%TimeQuadNW,%TimeQuadSW,%TimeQuadSE,%TimeT1,%TimeT2,%TimeT3,%TimeT4,%GoalTime,%TimeG1NE,%TimeG2NW,%TimeG3SW,%TimeG4SE,FractalDimension
m45s2p2c_080624,,11,16,0.69,0.016373,0.87603,4.7603,0.021524,4.1618,0.70757,10.5073,0.48698,174.4925,9.6119,58.2931,6.9029,28.7205,3.1466,28.7205,3.1466,11,11,11,11,170.0486,1.7921,32.8759,0.18975,11,11,11,11,11,11,11,11,113.0895,0.76859,0.095351,0.46757,0.27307,0.16401,0.46721,0.28689,0.28689,0.016393,0.0074273,0.010372,0.074829,0.023115,0.015244,#N/A
m45s3p2c_080724,,17,20,0.85,0.0088722,0.86001,5.1003,0.024184,7.3395,0.9934,8.7766,0.41431,200.5348,5.5721,69.6772,5.642,17.6523,3.4019,17.6523,3.4019,17,17,17,17,206.3275,1.45,34.0743,0.69155,17,17,17,17,17,17,17,17,129.3439,0.58859,0.1677,0.38034,0.30349,0.14847,0.53448,0.12414,0.12414,0.24138,0.012151,0.0074274,0.046158,0.053381,0.015003,#N/A
m45s4p3c_080824,,14,31,0.45,0.013623,0.82646,7.4171,0.027953,3.9453,0.39052,20.2368,0.6962,184.3528,4.4501,75.2493,5.0453,13.638,2.3444,13.638,2.3444,14,14,14,14,201.2926,0.9691,36.0199,0.81721,14,14,14,14,14,14,14,14,128.7829,0.53616,0.20662,0.33504,0.22584,0.23249,0.36548,0.081218,0.22335,0.36548,0.010806,0.0070616,0.0075249,0.020981,0.027653,#N/A
m45s5p3c_080924,,15,22,0.68,0.019242,0.82121,5.1437,0.025337,5.0964,0.61531,15.1759,0.2427,184.3834,4.2942,77.9584,4.3938,14.4484,1.8787,14.4484,1.8787,15,15,15,15,208.9336,0.37634,49.7456,0.94941,15,15,15,15,15,15,15,15,137.5097,0.46511,0.20309,0.28098,0.30943,0.2065,0.27434,0.075221,0.27434,0.40708,0.010167,0.0057041,0.011149,0.010797,0.010093,#N/A
m45s6p4c_081324,,31,54,0.57,0.024059,0.72309,7.1325,0.031691,6.4248,0.52919,16.5325,0.52044,180.274,2.6325,74.7827,2.5355,13.0475,1.1204,13.0475,1.1204,31,31,31,31,185.5441,0.7714,66.8648,0.77712,31,31,31,31,31,31,31,31,135.9753,0.49001,0.29769,0.25474,0.19127,0.25631,0.32432,0.19543,0.19543,0.2921,0.033189,0.030152,0.016724,0.010242,0.037709,#N/A
m45s7p7c_081424,,17,40,0.43,0.02167,0.76548,6.7417,0.031013,6.648,0.73366,16.9357,0.40481,185.0765,3.9961,78.85,3.1632,14.1675,1.8505,14.1675,1.8505,17,17,17,17,186.5056,0.76307,72.2719,0.97359,17,17,17,17,17,17,17,17,140.0108,0.68829,0.2989,0.33959,0.16076,0.20075,0.41724,0.065517,0.24138,0.3,0.019799,0.023207,0.015576,0.0073344,0.019003,#N/A
m45s8p6c_081524,,28,85,0.33,0.022947,0.64471,10.2385,0.036803,8.8354,0.58242,19.5076,0.52721,179.6449,2.6766,79.5186,2.7819,11.1499,1.5999,11.1499,1.5999,28,28,28,28,182.8238,0.89235,74.877,0.90075,28,28,28,28,28,28,28,28,136.9031,0.70741,0.31712,0.29713,0.18451,0.20125,0.25223,0.14522,0.21656,0.3949,0.046432,0.041857,0.042468,0.013131,0.011539,#N/A
m45s9p7c_081624,,19,96,0.2,0.01674,0.62119,9.946,0.036167,6.4827,0.36501,23.8111,0.84352,175.5158,2.1527,78.7579,2.4051,7.7233,1.149,7.7233,1.149,19,19,19,19,184.2925,0.5794,50.3272,0.60331,19,19,19,19,19,19,19,19,127.0111,0.40533,0.36142,0.26213,0.1967,0.17975,0.42541,0.1105,0.37293,0.1105,0.040976,0.038558,0.011625,0.015327,0.015531,#N/A
m45s9p7u_081624,,17,54,0.31,0.010928,0.63292,7.4516,0.032772,11.2994,0.6799,16.9471,0.45592,174.1002,1.9643,78.4045,2.0848,6.4589,1.1185,6.4589,1.1185,17,17,17,17,173.7983,0.58519,66.9449,0.71809,17,17,17,17,17,17,17,17,129.2474,0.41509,0.33995,0.26445,0.221,0.1746,0.24138,0.3,0.35862,0.12414,0.034191,0.032968,0.010928,0.00426,0.0072975,#N/A
m46s10p8c_082724,,27,94,0.29,0.020355,0.61612,11.2945,0.039774,11.1549,0.53497,21.813,0.34628,76.8416,1.7188,78.5775,1.8329,7.5543,0.87144,7.5543,0.87144,27,27,27,27,208.1144,1.077,113.5825,0.42825,27,27,27,27,27,27,27,27,167.433,0.54621,0.15664,0.30646,0.27812,0.25878,0.33562,0.15068,0.33562,0.18767,0.054787,0.01052,0.039618,0.01002,0.0073901,#N/A
m46s10p8u_082724,,14,48,0.29,0.01778,0.45845,6.2813,0.030677,12.0164,0.70386,19.7096,0.53619,76.8931,2.3151,76.4965,2.7688,6.9449,1.2845,6.9449,1.2845,14,14,14,14,184.702,0.71115,87.856,0.65723,14,14,14,14,14,14,14,14,145.0338,0.65427,0.28861,0.31174,0.23497,0.16467,0.22335,0.36548,0.15228,0.29442,0.040746,0.019058,0.039098,0.018058,0.010112,#N/A
m46s11p9c_082924,,33,90,0.37,0.016613,0.59141,8.234,0.034025,9.3328,0.47607,16.4786,0.47445,76.5135,1.3689,177.2942,1.5938,6.7675,0.66534,6.7675,0.66534,33,33,33,33,197.4604,0.50294,89.6666,0.70874,33,33,33,33,33,33,33,33,153.6034,0.46116,0.19678,0.24922,0.37412,0.17988,0.21376,0.33486,0.27431,0.18349,0.072472,0.012946,0.013705,0.021984,0.0081307,#N/A
m46s11p9u_082924,,19,47,0.4,0.014946,0.62428,6.6799,0.030696,11.6681,0.56707,16.3209,0.53892,77.2239,1.736,180.2894,1.4887,6.3917,0.86263,6.3917,0.86263,19,19,19,19,188.7178,0.56823,65.0051,0.8394,19,19,19,19,19,19,19,19,135.9843,0.46781,0.24533,0.24929,0.23912,0.26626,0.1105,0.16298,0.32044,0.42541,0.034579,0.021225,0.0064453,0.016613,0.0087974,#N/A
m46s12p10c_090524,,21,100,0.21,0.0024819,0.69578,8.7446,0.034681,9.547,0.4878,18.2331,0.5356,177.3132,1.8316,179.375,2.0285,7.1009,0.91293,7.1009,0.91293,21,21,21,21,195.4178,0.50358,65.8786,0.68286,21,21,21,21,21,21,21,21,138.836,0.44773,0.2286,0.20746,0.30591,0.25803,0.28959,0.14706,0.43213,0.14706,0.048361,0.013984,0.0065382,0.019967,0.016225,#N/A
m46s12p10u_090524,,17,36,0.47,0.015374,0.65935,5.8862,0.030446,12.03,0.89398,16.6772,0.62917,175.0011,1.6954,179.8927,1.8937,5.8724,0.84806,5.8724,0.84806,17,17,17,17,195.8378,0.66151,77.061,0.66031,17,17,17,17,17,17,17,17,143.0964,0.4593,0.23387,0.241,0.2971,0.22803,0.12414,0.24138,0.41724,0.24138,0.034026,0.0046121,0.010743,0.026524,0.018708,#N/A
m46s13p11c_091124,,26,69,0.38,0.020299,0.75186,6.5879,0.031541,7.7633,0.57038,17.4959,0.58622,179.8323,1.666,79.976,1.9329,6.687,0.99352,6.687,0.99352,26,26,26,26,190.9989,0.47317,54.1064,0.37915,26,26,26,26,26,26,26,26,130.2724,0.28367,0.32689,0.19658,0.19273,0.2838,0.31019,0.23338,0.041359,0.42541,0.045043,0.026837,0.0099643,0.0046117,0.017965,#N/A
m46s13p11u_091124,,18,29,0.62,0.010612,0.8218,6.4794,0.032972,13.0385,1.2441,23.0125,1.3729,179.559,1.2817,80.6005,1.608,3.5936,0.93969,3.5936,0.93969,18,18,18,18,196.7574,0.5219,63.9209,0.53182,18,18,18,18,18,18,18,18,135.9324,0.36628,0.34219,0.2412,0.19757,0.21903,0.22769,0.061538,0.11692,0.61538,0.034336,0.030076,0.0020742,0.0019075,0.0035929,#N/A
m46s14p12c_091924,,26,103,0.25,0.013077,0.6869,10.5435,0.040709,12.0248,0.53897,18.9309,0.58158,76.4956,1.5019,72.687,1.4545,6.6383,0.70221,6.6383,0.70221,26,26,26,26,182.5526,0.86308,67.9425,0.65262,26,26,26,26,26,26,26,26,133.152,0.62811,0.24638,0.31742,0.22964,0.20656,0.3486,0.3486,0.19498,0.11817,0.054604,0.015781,0.041434,0.0057049,0.0051492,#N/A
m46s14p12u_091924,,9,52,0.17,0.0082046,0.70365,9.5902,0.038297,15.2306,1.0042,19.9605,0.94452,77.4344,2.66,77.2602,3.1515,5.8965,1.6522,5.8965,1.6522,9,9,9,9,194.3849,0.60368,62.4649,0.78961,9,9,9,9,9,9,9,9,136.8137,0.55286,0.27062,0.27588,0.22167,0.23182,0.35366,0.2439,0.35366,0.13415,0.022688,0.010612,0.02328,0.014983,0.0074082,#N/A
m46s15p13c_092524,,23,94,0.24,0.0082421,0.6608,10.5816,0.040381,11.3045,0.61609,19.4806,0.80198,75.4874,1.996,177.276,1.493,8.0988,1.0012,8.0988,1.0012,23,23,23,23,191.6936,0.58835,61.3491,0.69076,23,23,23,23,23,23,23,23,134.5003,0.39858,0.21539,0.28036,0.28258,0.22167,0.26415,0.26415,0.26415,0.22075,0.053509,0.012298,0.016058,0.020003,0.0075198,#N/A
m46s15p13u_092524,,10,68,0.15,0.011577,0.68567,10.4593,0.038468,16.7293,1.0585,19.369,1.0914,70.3367,2.0657,179.4262,3.0003,4.9083,1.261,4.9083,1.261,10,10,10,10,194.5277,0.7269,65.4192,0.72328,10,10,10,10,10,10,10,10,137.5418,0.51479,0.23387,0.19778,0.26886,0.29949,0.11881,0.31683,0.61386,0.019802,0.029432,0.011206,0.014818,0.012855,0.011317,#N/A
m46s16p14c_092624,,30,91,0.33,0.0067054,0.70257,9.966,0.039704,11.2238,0.62849,14.3239,0.58207,178.8815,1.7795,178.3299,1.4963,8.4931,0.8241,8.4931,0.8241,30,30,30,30,190.5886,0.92653,70.656,0.76973,30,30,30,30,30,30,30,30,135.9815,0.68444,0.23004,0.22476,0.23632,0.30888,0.26859,0.202,0.33518,0.202,0.052903,0.0080576,0.0062424,0.0045567,0.026303,#N/A
m46s16p14u_092624,,16,56,0.29,0.0032967,0.73445,8.798,0.03807,13.1197,0.90605,18.0703,0.78933,179.6083,1.5598,179.9923,2.2989,5.1618,0.81033,5.1618,0.81033,16,16,16,16,191.7039,0.7132,64.0825,0.73095,16,16,16,16,16,16,16,16,135.6321,0.47177,0.32581,0.20313,0.19784,0.27322,0.25681,0.1323,0.31907,0.31907,0.029114,0.010816,0.0072601,0.0055932,0.014409,#N/A
m46s1p1c_080524,,35,35,1,0.17697,0.86448,4.5647,0.022589,14.0452,1.0125,8.0704,0.26802,179.8878,8.2814,70.3424,8.1561,44.8781,3.0571,44.8781,3.0571,35,35,35,35,199.3733,0.62504,53.9718,0.49825,35,35,35,35,35,35,35,35,134.0346,0.34856,0.2443,0.26275,0.33669,0.15627,0.0016313,0.40131,0.23002,0.37276,0.25084,0.24732,0.31672,0.39575,0.23593,#N/A
m46s2p2c_080624,,22,24,0.92,0.049952,0.75324,3.9721,0.019579,10.9013,0.89575,10.4708,0.34883,181.4458,5.0714,63.0179,4.8202,20.224,2.4984,20.224,2.4984,22,22,22,22,181.9988,0.68885,59.6443,0.61427,22,22,22,22,22,22,22,22,128.7567,0.52457,0.22774,0.29171,0.24852,0.23203,0.36701,0.36701,0.094845,0.18557,0.086865,0.075733,0.058527,0.076511,0.061917,#N/A
m46s3p3c_080724,,35,38,0.92,0.0073909,0.72616,5.4643,0.026773,10.0965,0.65269,13.5873,0.66129,180.0215,2.197,68.0704,1.8179,10.6829,1.2125,10.6829,1.2125,35,35,35,35,186.1644,0.74324,56.4704,0.66515,35,35,35,35,35,35,35,35,129.4624,0.51625,0.2392,0.26378,0.23099,0.26604,0.37276,0.34421,0.058728,0.23002,0.054719,0.04781,0.015356,0.017264,0.039511,#N/A
m46s4p4c_080824,,38,40,0.95,0.008538,0.76884,6.5672,0.030237,11.7101,0.54899,17.4415,0.50701,183.4597,1.8575,73.5393,1.9976,9.2673,1.0626,9.2673,1.0626,38,38,38,38,183.6007,0.91794,66.2927,0.87191,38,38,38,38,38,38,38,38,131.2482,0.71711,0.24819,0.28701,0.24279,0.22201,0.44844,0.15917,0.15917,0.23806,0.042023,0.041023,0.018095,0.020558,0.013261,#N/A
m46s5p5c_080924,,33,64,0.52,0.0072418,0.72187,9.2446,0.038637,13.9136,0.70052,17.0513,0.61292,179.7886,1.9028,71.5795,2.0146,8.4081,1.188,8.4081,1.188,33,33,33,33,197.957,0.94069,72.7945,1.0933,33,33,33,33,33,33,33,33,141.8519,0.82796,0.33292,0.25441,0.19007,0.22261,0.42569,0.24404,0.15321,0.18349,0.037857,0.032005,0.017188,0.0088161,0.010224,#N/A
m46s6p6c_081324,,26,66,0.39,0.014188,0.68459,9.1667,0.035029,11.261,0.59761,17.4359,0.57901,180.0036,2.0499,81.1387,2.4747,8.7086,1.081,8.7086,1.081,26,26,26,26,200.8406,0.699,77.1979,0.90279,26,26,26,26,26,26,26,26,145.6515,0.54442,0.28452,0.22123,0.22443,0.26983,0.27179,0.11817,0.19498,0.42541,0.051991,0.037692,0.019522,0.0183,0.018263,#N/A
m46s7p7c_081424,,23,90,0.26,0.0083898,0.60733,9.582,0.033703,9.919,0.4376,18.9309,0.69985,178.9389,1.72,80.0645,2.0282,6.7046,0.95653,6.7046,0.95653,23,23,23,23,202.1957,0.57673,82.302,1.0905,23,23,23,23,23,23,23,23,149.8054,0.67927,0.31818,0.22556,0.18704,0.26922,0.17736,0.17736,0.17736,0.48113,0.052654,0.03893,0.016057,0.01139,0.009038,#N/A
m46s8p7c_081524,,27,91,0.3,0.0087604,0.65623,9.4167,0.034199,9.1428,0.41393,16.7257,0.4325,177.1456,1.7882,81.551,1.5854,7.6395,0.9762,7.6395,0.9762,27,27,27,27,200.5831,0.49572,71.7574,0.62095,27,27,27,27,27,27,27,27,143.1254,0.35578,0.33386,0.21805,0.22529,0.22281,0.18767,0.18767,0.18767,0.44658,0.053248,0.03719,0.0080751,0.0079084,0.0076677,#N/A
m46s8p7u_081524,,16,51,0.31,0.014225,0.63046,6.9512,0.030415,12.3159,0.6976,16.1604,0.91468,178.3373,2.5011,78.1497,2.409,8.5725,1.1646,8.5725,1.1646,16,16,16,16,188.0153,0.55036,77.1201,0.48989,16,16,16,16,16,16,16,16,140.5286,0.37517,0.37877,0.21526,0.21087,0.19511,0.38132,0.19455,0.25681,0.19455,0.035006,0.032691,0.017873,0.011409,0.0061677,#N/A
m46s9p7c_081624,,28,106,0.26,0.0086119,0.62248,9.8332,0.037347,9.0685,0.42004,23.5467,0.94545,177.2182,1.7036,78.1691,1.699,7.2242,0.98449,7.2242,0.98449,28,28,28,28,166.7286,0.83486,81.3923,1.1205,28,28,28,28,28,28,28,28,130.2126,0.94947,0.30155,0.24812,0.23837,0.21196,0.35924,0.21656,0.18089,0.25223,0.060895,0.042319,0.0078526,0.0062413,0.015279,#N/A
m47s10p9c_082724,,23,113,0.2,0.017409,0.56657,9.8284,0.037862,11.2884,0.64776,21.5385,0.9473,81.828,1.5415,176.4975,1.974,6.0001,0.86009,6.0001,0.86009,23,23,23,23,188.0374,0.84275,64.1104,0.6614,23,23,23,23,23,23,23,23,132.3523,0.59536,0.19678,0.31101,0.33814,0.15407,0.39434,0.17736,0.090566,0.35094,0.053912,0.013742,0.017928,0.049005,0.008723,#N/A
m47s10p9u_082724,,8,36,0.22,0.029114,0.51737,7.6771,0.033811,14.6393,1.1764,22.3634,1.0545,79.3097,3.8035,182.6338,2.0569,8.0631,2.2757,8.0631,2.2757,8,8,8,8,176.8296,0.50584,73.4473,0.48751,8,8,8,8,8,8,8,8,131.0676,0.36562,0.37489,0.27449,0.19758,0.15304,0.15385,0.030769,0.4,0.52308,0.020817,0.028855,0.011001,0.029651,0.00626,#N/A
m47s11p10c_082924,,30,80,0.38,0.011947,0.55497,6.8088,0.033247,9.4469,0.54273,15.3233,0.58298,177.0622,1.5776,177.5154,1.6409,7.3333,0.79642,7.3333,0.79642,30,30,30,30,188.3067,0.71652,79.2199,0.9,30,30,30,30,30,30,30,30,143.9942,0.49926,0.20207,0.20958,0.32023,0.26812,0.33518,0.26859,0.23529,0.1687,0.058826,0.01065,0.015392,0.013503,0.030098,#N/A
m47s11p9u_082924,,13,58,0.22,0.0073159,0.47188,5.7254,0.035709,14.7321,1.3665,25.3196,1.7566,179.7042,2.3527,179.7529,2.7855,6.22,1.5202,6.22,1.5202,13,13,13,13,186.8673,0.74444,76.6691,0.53369,13,13,13,13,13,13,13,13,136.7841,0.54733,0.3489,0.15645,0.2423,0.25235,0.088235,0.31765,0.088235,0.54706,0.026948,0.048063,0.021022,0.019299,0.024041,#N/A
m47s12p11c_090524,,26,92,0.28,0.020523,0.53772,7.3662,0.036546,11.1023,0.54891,22.9899,0.98043,173.2503,1.7685,76.7102,1.9123,8.0167,0.74616,8.0167,0.74616,26,26,26,26,174.5513,0.53599,74.9252,0.87342,26,26,26,26,26,26,26,26,134.3697,0.55056,0.33122,0.23055,0.27443,0.16381,0.387,0.23338,0.31019,0.079764,0.058938,0.051825,0.0057604,0.012614,0.0073719,#N/A
m47s13p12c_091124,,24,119,0.2,0.021262,0.49125,9.1059,0.041789,12.9343,0.64654,16.3984,1.2593,76.8342,1.4066,80.3788,1.9444,5.319,0.86518,5.319,0.86518,24,24,24,24,161.5384,0.76243,71.7654,0.78146,24,24,24,24,24,24,24,24,122.5586,0.71771,0.19564,0.39998,0.25805,0.14633,0.21144,0.16984,0.25303,0.37782,0.068842,0.025707,0.055044,0.023855,0.015947,#N/A
m47s13p12u_091124,,12,56,0.21,0.045466,0.43635,7.7507,0.037819,14.7876,0.84521,20.1425,1.1932,73.2199,1.7538,82.5921,2.0357,4.6768,1.0429,4.6768,1.0429,12,12,12,12,175.9756,0.65248,80.6091,0.56858,12,12,12,12,12,12,12,12,134.2589,0.50219,0.27335,0.2965,0.28572,0.14442,0.013793,0.17931,0.5931,0.26207,0.02515,0.050967,0.026076,0.034058,0.016631,#N/A
m47s14p13c_091224,,36,86,0.42,0.047534,0.43326,6.8948,0.031772,9.9636,0.58931,13.7312,0.518,81.738,1.5183,178.9899,1.4513,7.2859,0.888,7.2859,0.888,36,36,36,36,165.9293,0.68838,96.5774,0.46243,36,36,36,36,36,36,36,36,137.4283,0.69928,0.24039,0.19829,0.37696,0.18436,0.33462,0.11257,0.14032,0.41789,0.077896,0.0090215,0.015968,0.062336,0.019599,#N/A
m47s14p13u_091224,,18,44,0.41,0.039895,0.44358,6.2151,0.030936,13.3183,1.0036,18.9139,0.94607,78.2573,2.6189,179.218,1.7492,8.6859,1.5559,8.6859,1.5559,18,18,18,18,185.2237,0.54347,81.044,0.52978,18,18,18,18,18,18,18,18,140.7069,0.40286,0.24591,0.24989,0.29614,0.20807,0.22769,0.22769,0.17231,0.39385,0.034005,0.019336,0.021151,0.038728,0.016521,#N/A
m47s15p14c_091724,,18,91,0.2,0.019115,0.52923,8.1836,0.038338,14.5065,0.6856,15.4165,0.962,179.8478,1.6573,175.1155,2.3193,6.0747,0.75881,6.0747,0.75881,18,18,18,18,178.569,0.9329,75.8959,1.0081,18,18,18,18,18,18,18,18,134.5758,0.84858,0.19467,0.31646,0.24094,0.24793,0.44923,0.28308,0.17231,0.11692,0.042991,0.012262,0.016244,0.020282,0.025506,#N/A
m47s15p14u_091724,,11,48,0.23,0.034251,0.48827,7.1853,0.034869,14.487,1.3342,22.1083,1.4849,178.3727,3.1617,176.814,2.8576,8.4096,1.71,8.4096,1.71,11,11,11,11,175.266,0.44008,69.9799,0.52819,11,11,11,11,11,11,11,11,130.3846,0.41087,0.26662,0.27304,0.2337,0.22664,0.10656,0.55738,0.016393,0.37705,0.024026,0.034566,0.022766,0.011689,0.019802,#N/A
m47s1p1c_080524,,34,41,0.83,0.33887,0.70595,4.5295,0.020696,9.3513,0.91372,8.0743,0.33241,181.3872,9.0172,81.8545,8.0135,48.7868,3.0306,48.7868,3.0306,34,34,34,34,202.7512,1.0413,57.6865,0.81052,34,34,34,34,34,34,34,34,134.3376,0.60246,0.23963,0.22224,0.22711,0.31101,0.0017286,0.32498,0.23682,0.44252,0.25821,0.28221,0.29159,0.36284,0.42429,#N/A
m47s2p2c_080624,,19,22,0.86,0.046176,0.80164,4.7402,0.023679,9.4577,1.0237,10.6351,0.24105,193.0768,3.8986,64.082,5.2807,14.6439,1.8127,14.6439,1.8127,19,19,19,19,203.7965,0.83245,51.4689,0.85514,19,19,19,19,19,19,19,19,135.1688,0.59405,0.19976,0.31208,0.2426,0.24555,0.42541,0.21547,0.1105,0.26796,0.032395,0.026635,0.067477,0.047695,0.042305,#N/A
m47s3p3c_080724,,22,30,0.73,0.019171,0.738,5.1924,0.024951,6.5451,0.54966,10.905,0.24665,183.6728,3.2009,74.2,3.3829,12.5887,1.6429,12.5887,1.6429,22,22,22,22,189.3598,0.91766,53.0545,0.87336,22,22,22,22,22,22,22,22,130.3896,0.69372,0.18745,0.28058,0.3309,0.20108,0.50309,0.14021,0.18557,0.18557,0.014966,0.0090389,0.026617,0.020763,0.01404,#N/A
m47s4p4c_080824,,28,37,0.76,0.029339,0.57316,7.06,0.029494,10.0215,0.70407,14.5054,0.52552,180.9166,2.1307,78.1694,2.6961,9.541,1.081,9.541,1.081,28,28,28,28,187.7078,0.73738,73.2908,0.68625,28,28,28,28,28,28,28,28,138.1325,0.46071,0.21274,0.21786,0.34845,0.22095,0.32357,0.18089,0.18089,0.32357,0.036692,0.030024,0.012632,0.056047,0.02782,#N/A
m47s5p5c_080924,,26,76,0.34,0.041951,0.58155,10.6773,0.033932,13.6588,0.58769,17.7147,0.69741,179.3944,2.6511,82.7115,2.0822,11.6097,1.2794,11.6097,1.2794,26,26,26,26,204.5693,0.56565,69.9223,0.98455,26,26,26,26,26,26,26,26,147.241,0.52709,0.27111,0.27417,0.23892,0.21579,0.15657,0.15657,0.19498,0.50222,0.02956,0.023707,0.018373,0.048637,0.027912,#N/A
m47s6p6c_081324,,29,93,0.31,0.062302,0.53418,9.1232,0.033046,14.4116,0.58325,13.4393,0.44915,172.9905,2.4507,79.7752,2.0963,11.5305,1.1214,11.5305,1.1214,29,29,29,29,182.3364,0.69224,87.1723,0.73625,29,29,29,29,29,29,29,29,144.6244,0.54589,0.35448,0.23345,0.19446,0.21761,0.1057,0.34679,0.24347,0.31235,0.052264,0.048967,0.018576,0.03467,0.02341,#N/A
m47s7p7c_081424,,21,109,0.19,0.025893,0.4704,9.5847,0.033623,12.2504,0.48659,18.0167,0.63703,171.3256,2.0755,79.6509,1.9522,8.149,0.99366,8.149,0.99366,21,21,21,21,188.5771,0.7561,78.9458,0.62548,21,21,21,21,21,21,21,21,140.103,0.61788,0.37982,0.26482,0.16364,0.19173,0.14706,0.3371,0.28959,0.24208,0.055138,0.052508,0.01591,0.014928,0.022892,#N/A
m47s8p7c_081524,,32,108,0.3,0.031005,0.51995,8.7296,0.034496,10.4372,0.42156,21.6259,0.92674,172.8811,1.458,78.2861,1.8311,6.7732,0.80373,6.7732,0.80373,32,32,32,32,170.495,0.90183,75.8083,0.89546,32,32,32,32,32,32,32,32,130.173,0.81496,0.38072,0.24578,0.20379,0.16971,0.15805,0.34537,0.31415,0.18927,0.063806,0.06438,0.006964,0.0085198,0.016558,#N/A
m47s8p7u_081524,,19,41,0.46,0.071933,0.43517,4.0748,0.02776,10.306,0.95267,17.044,1.0439,175.2817,2.0737,79.8918,2.119,7.3363,1.1446,7.3363,1.1446,19,19,19,19,171.4539,0.48359,74.8407,0.53185,19,19,19,19,19,19,19,19,132.606,0.47236,0.34285,0.18811,0.20313,0.26591,0.21547,0.32044,0.21547,0.26796,0.040541,0.051431,0.0085934,0.016594,0.014205,#N/A
m47s9p8c_081624,,32,127,0.25,0.015242,0.53516,10.5478,0.035218,12.0338,0.69597,16.448,0.31467,79.064,1.3487,76.7817,1.6719,5.7226,0.87328,5.7226,0.87328,32,32,32,32,160.0795,0.34694,73.3121,0.60523,32,32,32,32,32,32,32,32,122.5395,0.40526,0.29868,0.36024,0.18235,0.15874,0.31415,0.09561,0.22049,0.37659,0.071673,0.04869,0.062321,0.0090749,0.012112,#N/A
m47s9p8u_081624,,18,37,0.49,0.026502,0.49069,5.812,0.028215,13.3474,1.1559,15.963,0.30089,77.0526,1.7328,75.8174,2.3732,6.0151,0.93499,6.0151,0.93499,18,18,18,18,170.4886,0.47038,81.979,0.73964,18,18,18,18,18,18,18,18,138.3577,0.64511,0.27654,0.29462,0.23524,0.19359,0.39385,0.33846,0.17231,0.11692,0.031244,0.030318,0.030132,0.025984,0.019465,#N/A
m48s10p10c_102824,,30,99,0.3,0.016632,0.61887,13.545,0.039981,12.3881,0.6606,22.1514,0.38672,176.4263,1.5637,175.6892,1.3938,6.8734,0.90329,6.8734,0.90329,30,30,30,30,190.2351,1.0164,58.9247,1.3879,30,30,30,30,30,30,30,30,135.1244,0.99772,0.18599,0.2675,0.2986,0.24791,0.1687,0.46837,0.1687,0.202,0.056694,0.010113,0.0088532,0.019299,0.020447,#N/A
m48s10p10u_102824,,29,72,0.4,0.015077,0.59795,10.6102,0.040059,11.8671,0.7247,17.2243,0.41252,176.3956,1.3169,177.3951,1.614,5.6195,0.77868,5.6195,0.77868,29,29,29,29,196.3949,0.8424,61.8479,0.73727,29,29,29,29,29,29,29,29,135.3671,0.50262,0.19816,0.25759,0.25583,0.28842,0.27791,0.31235,0.31235,0.1057,0.055197,0.00978,0.013818,0.018838,0.03084,#N/A
m48s11p11c_110424,,33,80,0.41,0.018947,0.6064,11.5789,0.044889,10.4586,0.57652,22.047,0.48177,174.7983,1.2452,79.7191,1.5557,5.5334,0.77053,5.5334,0.77053,33,33,33,33,190.3477,0.84375,71.4984,0.58234,33,33,33,33,33,33,33,33,137.2643,0.55317,0.40423,0.20283,0.19868,0.19427,0.30459,0.21376,0.39541,0.092661,0.05899,0.086291,0.011854,0.012391,0.0064824,#N/A
m48s11p11u_110424,,33,60,0.55,0.014354,0.62756,10.7354,0.039785,9.7443,0.74012,19.0637,0.52586,177.2547,1.3907,80.1659,1.1204,6.7028,0.72806,6.7028,0.72806,33,33,33,33,178.2568,0.7019,77.1606,0.87104,33,33,33,33,33,33,33,33,136.2843,0.5777,0.26941,0.22468,0.29504,0.21088,0.27431,0.21376,0.21376,0.30459,0.057174,0.049432,0.01904,0.013539,0.0086678,#N/A
m48s12p12c_110724,,36,83,0.43,0.013503,0.66593,10.5453,0.037809,10.741,0.63449,16.458,0.40278,77.7731,1.2564,78.8946,1.2488,6.1987,0.69339,6.1987,0.69339,36,36,36,36,179.277,0.93721,69.4143,0.88379,36,36,36,36,36,36,36,36,133.0814,0.80513,0.21977,0.29964,0.24409,0.23651,0.16808,0.16808,0.33462,0.33462,0.060216,0.011632,0.049288,0.010521,0.010113,#N/A
