mouseid_session_phase_cue_date,Condition,#rewards,#entrances,RERatio,PTimeCenter,PTimeAnnulus,MeanSpeed,SESpeed,MeanTargSpeed,SETargSpeed,Speed2TargetR,SESpeed2TargetR,MeanX,SEX,MeanY,SEY,MeanScatX,SEScatX,MeanScatY,SEScatY,MeanAccScatX,SESAcccatX,MeanAccScatY,SESAcccatY,MeanPauseX,SEPauseX,MeanPauseY,SEPauseY,MeanScatPauseX,SEScatPauseX,MeanScatPauseY,SEScatPauseY,MeanAccPauseX,SESAccPauseX,MeanSAccPauseY,SESAccPauseY,MeanPauseAngle,SEPauseAngle,%TimeQuadNE,%TimeQuadNW,%TimeQuadSW,%TimeQuadSE,%TimeT1,%TimeT2,%TimeT3,%TimeT4,%GoalTime,%TimeG1NE,%TimeG2NW,%TimeG3SW,%TimeG4SE,FractalDimension
m59s13p13c_032025,,42,128,0.33,0.016782,0.5888,10.1248,0.042128,11.6261,0.58552,21.7705,0.74434,77.3746,1.0246,178.3459,1.4149,4.795,0.69931,4.795,0.69931,42,42,42,42,194.6595,0.71968,70.8776,0.55366,42,42,42,42,42,42,42,42,137.8502,0.50121,0.21245,0.20023,0.44117,0.14614,0.35807,0.16771,0.26289,0.2153,0.10139,0.012707,0.01291,0.039787,0.0061125,#N/A
m59s13p13u_032025,,19,47,0.4,0.011354,0.66155,9.0814,0.041972,16.5084,1.4492,20.3072,0.91475,75.2828,2.2108,176.8913,2.2883,8.3212,1.0203,8.3212,1.0203,19,19,19,19,193.1688,0.42844,65.2801,0.65988,19,19,19,19,19,19,19,19,139.3745,0.40551,0.25467,0.26936,0.29951,0.17646,0.21547,0.42541,0.21547,0.16298,0.035876,0.021541,0.01178,0.020818,0.0079643,#N/A
m59s14p14c_032125,,17,60,0.28,0.0091126,0.78463,7.6761,0.03723,9.1759,0.6546,18.9653,1.0329,177.8472,1.8696,181.3128,1.7988,6.904,0.71856,6.904,0.71856,17,17,17,17,184.4217,0.66176,58.9744,0.52091,17,17,17,17,17,17,17,17,129.331,0.47229,0.2458,0.28175,0.24319,0.22926,0.3,0.12414,0.35862,0.24138,0.038729,0.021004,0.014854,0.001704,0.011669,#N/A
m59s14p14u_032125,,10,35,0.29,0.024819,0.7383,8.818,0.040011,16.8877,1.5273,24.922,1.1577,182.0279,1.7418,184.938,1.2429,4.2878,0.99556,4.2878,0.99556,10,10,10,10,183.205,0.79997,62.1462,0.86218,10,10,10,10,10,10,10,10,131.7569,0.71337,0.22126,0.34379,0.24093,0.19402,0.11881,0.019802,0.21782,0.71287,0.020133,0.0058715,0.0069272,0.0079274,0.0088905,#N/A
m59s1p1c_011025,,48,51,0.94,0.41508,0.62351,6.0744,0.029014,16.7491,1.0497,9.8672,0.4442,173.4193,6.0089,92.0426,4.7762,37.16,2.5936,37.16,2.5936,48,48,48,48,174.1908,0.61788,75.5647,0.73033,48,48,48,48,48,48,48,48,132.5217,0.57425,0.18135,0.215,0.33174,0.27191,0.00086768,0.18829,0.459,0.35488,0.22089,0.29653,0.30883,0.45631,0.38877,#N/A
m59s2p2c_011325,,28,46,0.61,0.0086689,0.89946,6.1917,0.02897,10.5114,0.80025,15.6806,0.44786,196.4591,4.0714,53.2535,2.9368,16.9272,2.4421,16.9272,2.4421,28,28,28,28,206.0039,0.66766,38.2995,0.4555,28,28,28,28,28,28,28,28,131.2306,0.38039,0.19981,0.26248,0.33159,0.20613,0.68025,0.18089,0.0025478,0.14522,0.026081,0.015319,0.063387,0.042233,0.018523,#N/A
m59s3p3c_011525,,20,29,0.69,0.015095,0.77026,8.1817,0.032909,5.1633,0.38288,18.3392,0.70714,180.3282,3.997,68.8607,3.3409,15.1175,1.9869,15.1175,1.9869,20,20,20,20,194.6759,0.99344,93.7564,0.87819,20,20,20,20,20,20,20,20,151.0966,0.57066,0.19914,0.18605,0.34028,0.27453,0.30424,0.40399,0.15461,0.15461,0.01867,0.01578,0.016243,0.023189,0.012724,#N/A
m59s5p5c_012225,,22,57,0.39,0.045529,0.51865,10.0123,0.037587,10.0395,0.80669,18.4143,0.59293,176.5789,2.713,82.0415,3.1781,11.22,1.1687,11.22,1.1687,22,22,22,22,189.0893,0.87824,60.8011,0.76103,22,22,22,22,22,22,22,22,131.6214,0.57199,0.26152,0.28703,0.23075,0.2207,0.18557,0.23093,0.36701,0.23093,0.046251,0.042417,0.047214,0.037897,0.042787,#N/A
m59s6p6c_012925,,33,77,0.43,0.023453,0.62446,9.3846,0.036962,10.786,0.57804,16.0292,0.75338,175.3139,2.0401,75.8681,2.3728,10.1467,0.97186,10.1467,0.97186,33,33,33,33,190.1857,0.49374,64.6828,0.64152,33,33,33,33,33,33,33,33,136.2266,0.36347,0.35848,0.2336,0.17732,0.2306,0.36514,0.30459,0.15321,0.18349,0.067561,0.059817,0.016561,0.017691,0.024286,#N/A
m59s7p7c_020525,,22,117,0.19,0.015486,0.60465,12.6134,0.038502,13.4395,0.63402,19.3497,0.95015,177.6135,2.1335,79.4461,1.9403,8.7536,0.95031,8.7536,0.95031,22,22,22,22,178.5933,1.0271,55.5927,1.0283,22,22,22,22,22,22,22,22,124.9417,0.59999,0.36406,0.26952,0.18331,0.18311,0.27629,0.23093,0.27629,0.23093,0.049532,0.042864,0.012003,0.0096694,0.015764,#N/A
m59s7p7u_020525,,8,66,0.12,0.0099843,0.61595,10.238,0.036603,16.9738,0.69451,14.0969,0.86388,180.301,2.6285,75.7575,2.6776,6.0162,1.3186,6.0162,1.3186,8,8,8,8,176.7043,0.50873,53.871,0.78574,8,8,8,8,8,8,8,8,126.4076,0.55236,0.30997,0.27104,0.20591,0.21308,0.64615,0.15385,0.15385,0.15385,0.031435,0.030268,0.011077,0.018375,0.012226,#N/A
m59s8p8c_021025,,34,111,0.31,0.012725,0.63145,10.4703,0.035205,10.472,0.53108,20.8248,0.67971,78.5441,1.4973,75.6664,1.6747,7.6158,0.69595,7.6158,0.69595,34,34,34,34,193.4956,0.61215,63.6236,0.76599,34,34,34,34,34,34,34,34,136.9129,0.41262,0.27292,0.43853,0.14075,0.14781,0.26621,0.26621,0.23682,0.23682,0.073569,0.020689,0.056677,0.010743,0.010354,#N/A
m59s8p8u_021025,,23,62,0.37,0.0073719,0.67451,8.8976,0.035587,12.5686,0.83018,21.2454,0.51005,75.4232,1.518,77.8253,1.9018,6.2845,0.71347,6.2845,0.71347,23,23,23,23,193.4042,0.67324,63.4202,0.55348,23,23,23,23,23,23,23,23,134.7152,0.48212,0.32044,0.35791,0.18676,0.1349,0.17736,0.26415,0.26415,0.30755,0.048565,0.017911,0.041731,0.010224,0.0061124,#N/A
m59s9p9c_021925,,30,179,0.17,0.0062978,0.61254,13.746,0.041854,11.0746,0.44355,24.7573,0.39754,75.4463,1.4717,177.735,1.4796,7.125,0.6444,7.125,0.6444,30,30,30,30,189.6153,0.89387,62.4783,0.67806,30,30,30,30,30,30,30,30,132.8981,0.49956,0.23232,0.25501,0.34279,0.16989,0.30189,0.23529,0.30189,0.1687,0.082279,0.019912,0.011669,0.022209,0.0079649,#N/A
m59s9p9u_021925,,24,60,0.4,0.022578,0.61272,8.4862,0.034292,12.8914,0.7017,18.2318,0.51682,75.5928,1.3613,177.1106,1.5294,5.1262,0.84301,5.1262,0.84301,24,24,24,24,181.9681,0.81389,63.5622,0.51512,24,24,24,24,24,24,24,24,128.1317,0.5517,0.27112,0.23732,0.30704,0.18452,0.12825,0.37782,0.33622,0.16984,0.046712,0.025616,0.015484,0.033728,0.0071124,#N/A
m60s10p8c_022625,,10,56,0.18,0.012577,0.78707,9.1312,0.03792,12.2068,1.1526,20.8871,0.87313,79.22,3.0941,77.7451,3.2291,8.2925,1.3903,8.2925,1.3903,10,10,10,10,190.0789,0.87367,52.5053,0.65053,10,10,10,10,10,10,10,10,128.3563,0.45654,0.39295,0.23822,0.13499,0.23384,0.31683,0.31683,0.31683,0.11881,0.022819,0.0060197,0.02006,0.0034822,0.0042601,#N/A
m60s11p8c_031225,,13,80,0.16,0.0063158,0.78197,11.0242,0.042179,12.3404,0.8127,18.1901,0.69971,78.2766,2.3933,77.5857,2.45,6.8961,1.3285,6.8961,1.3285,13,13,13,13,194.1687,0.83918,58.8771,0.9039,13,13,13,13,13,13,13,13,135.5036,0.69888,0.31036,0.24885,0.17647,0.26432,0.31765,0.16471,0.24118,0.31765,0.034061,0.012391,0.027263,0.0031671,0.0055934,#N/A
m60s12p8c_031725,,14,58,0.24,0.0037045,0.82604,10.2785,0.043809,11.1932,0.76608,21.2521,0.95945,72.2471,1.8494,74.662,2.987,5.3002,1.1223,5.3002,1.1223,14,14,14,14,206.155,0.64894,49.3494,0.77419,14,14,14,14,14,14,14,14,135.3445,0.50756,0.23334,0.23251,0.20206,0.33209,0.15228,0.43655,0.36548,0.081218,0.032395,0.0063161,0.020041,0.0070014,0.0042416,#N/A
m60s13p8c_032025,,18,67,0.27,0.0066683,0.80744,9.2388,0.041159,8.7836,0.79619,20.6123,1.1136,76.145,2.3271,75.7208,1.7129,8.7625,0.94796,8.7625,0.94796,18,18,18,18,206.6843,0.66431,66.1667,0.84576,18,18,18,18,18,18,18,18,141.9844,0.59078,0.30161,0.33225,0.17502,0.19112,0.33846,0.28308,0.17231,0.22769,0.037157,0.0066868,0.025951,0.0059274,0.0019079,#N/A
m60s13p8u_032025,,9,37,0.24,0.02269,0.66611,6.9972,0.037591,20.0664,1.248,17.5716,0.90858,78.1585,2.5202,80.2742,3.5666,6.5015,1.0334,6.5015,1.0334,9,9,9,9,184.0643,0.53291,73.6948,0.55796,9,9,9,9,9,9,9,9,136.8339,0.43389,0.37884,0.22505,0.18195,0.21416,0.2439,0.2439,0.35366,0.2439,0.025413,0.014411,0.020949,0.0080388,0.0086686,#N/A
m60s14p9c_032225,,10,54,0.19,0.0041859,0.80011,10.6696,0.044584,12.4755,1.3226,16.6173,1.0038,76.5704,3.2736,180.81,2.5027,7.0926,2.2643,7.0926,2.2643,10,10,10,10,190.2192,0.80348,61.217,0.60361,10,10,10,10,10,10,10,10,131.8415,0.5669,0.28999,0.25219,0.25528,0.20253,0.21782,0.11881,0.61386,0.11881,0.024671,0.013058,0.01291,0.0083162,0.0011854,#N/A
m60s15p9c_032325,,8,47,0.17,0.014595,0.8058,9.3654,0.042695,11.7714,0.89923,19.2316,0.81039,80.747,2.1352,184.3708,2.766,4.7019,1.1836,4.7019,1.1836,8,8,8,8,190.4839,0.44669,45.6422,0.41393,8,8,8,8,8,8,8,8,127.6831,0.33516,0.33456,0.32668,0.17351,0.16525,0.27692,0.030769,0.27692,0.52308,0.026838,0.0075568,0.010057,0.008557,0.009446,#N/A
m60s16p9c_032625,,8,59,0.14,0.0020188,0.85063,9.898,0.041301,15.3251,1.1088,19.2795,1.2811,80.6928,2.7051,183.3582,2.9012,5.2394,1.8428,5.2394,1.8428,8,8,8,8,195.8394,0.70861,56.1065,0.70862,8,8,8,8,8,8,8,8,133.5613,0.53618,0.24483,0.25087,0.27742,0.22688,0.15385,0.030769,0.15385,0.76923,0.026429,0.011409,0.0050006,0.0083715,0.0027781,#N/A
m60s17p9c_033025,,13,62,0.21,0.0072237,0.72872,11.0706,0.044535,14.2816,1.1411,16.9765,0.83509,80.5666,3.0744,178.31,2.8037,8.5208,1.8443,8.5208,1.8443,13,13,13,13,190.4506,0.44382,53.604,0.48473,13,13,13,13,13,13,13,13,130.8259,0.34799,0.29061,0.34724,0.20336,0.15879,0.24118,0.16471,0.16471,0.47059,0.031877,0.014336,0.020134,0.015522,0.0048528,#N/A
m60s18p9c_033125,,11,48,0.23,0.0080942,0.78798,9.0266,0.04083,14.908,1.1948,17.2584,1.143,75.925,1.6983,179.9958,3.6934,4.4544,0.94872,4.4544,0.94872,11,11,11,11,194.5187,0.60666,60.2905,0.80658,11,11,11,11,11,11,11,11,135.3568,0.52299,0.30462,0.30801,0.19352,0.19385,0.10656,0.28689,0.37705,0.28689,0.02845,0.0061309,0.0052789,0.0097612,0.0035933,#N/A
m60s19p9c_040225,,18,43,0.42,0.0099461,0.80797,8.3033,0.039102,13.5117,1.4,16.8745,0.90858,75.1452,1.517,181.4353,2.5614,4.9894,0.91488,4.9894,0.91488,18,18,18,18,194.2109,1.0711,54.0403,0.83685,18,18,18,18,18,18,18,18,130.9552,0.68588,0.20352,0.37102,0.23893,0.18653,0.17231,0.17231,0.44923,0.22769,0.038692,0.006816,0.0084829,0.011039,0.0056491,#N/A
m60s19p9u_040225,,11,47,0.23,0.0079271,0.76848,8.9961,0.041846,20.991,1.8109,14.0146,0.87742,76.8619,2.8327,180.8984,1.8738,8.1886,1.1483,8.1886,1.1483,11,11,11,11,201.6651,0.37156,64.2451,0.71248,11,11,11,11,11,11,11,11,140.6534,0.42169,0.28895,0.3174,0.23981,0.15384,0.19672,0.28689,0.19672,0.37705,0.026319,0.0055008,0.0053526,0.013317,0.0055934,#N/A
m60s1p1c_011025,,69,75,0.92,0.24454,0.78547,9.0143,0.035328,20.3882,0.80147,12.3652,0.436,162.9327,4.3299,68.5832,4.8524,29.0214,2.5224,29.0214,2.5224,69,69,69,69,147.6129,1.7857,52.0452,0.78938,69,69,69,69,69,69,69,69,103.3729,1.0968,0.147,0.28477,0.35802,0.21021,0.00041999,0.42062,0.36266,0.21777,0.17467,0.2111,0.36251,0.42052,0.27982,#N/A
m60s20p10c_040525,,14,61,0.23,0.0048343,0.7777,10.4099,0.046142,15.9516,1.1156,30.0333,0.96779,175.3865,1.9346,180.2401,1.7086,5.7654,1.089,5.7654,1.089,14,14,14,14,197.6445,0.71525,56.9734,0.6028,14,14,14,14,14,14,14,14,134.6864,0.42979,0.21753,0.33101,0.19521,0.25626,0.15228,0.15228,0.43655,0.29442,0.031229,0.011502,0.011836,0.0068532,0.012299,#N/A
m60s21p10c_040625,,22,62,0.35,0.012206,0.71146,10.1211,0.041655,10.7403,0.69058,22.0085,0.79649,177.1526,1.3704,181.5778,1.3243,5.2076,0.76597,5.2076,0.76597,22,22,22,22,204.271,0.30662,62.8416,0.37681,22,22,22,22,22,22,22,22,140.2017,0.24793,0.27382,0.26504,0.19306,0.26809,0.14021,0.14021,0.50309,0.23093,0.044027,0.011502,0.017893,0.0056678,0.029469,#N/A
m60s21p10u_040625,,4,34,0.12,0.0058344,0.79828,10.1992,0.044139,22.0438,2.2886,26.4884,1.4199,181.4945,4.0643,177.9022,5.9529,6.4845,1.5817,6.4845,1.5817,4,4,4,4,192.8055,0.57205,46.717,0.44745,4,4,4,4,4,4,4,4,128.7173,0.38599,0.26959,0.29524,0.22738,0.2078,0.11765,0.35294,0.35294,0.58824,0.011224,0.0060011,0.019448,0.0056862,0.0096499,#N/A
m60s22p11c_040725,,26,62,0.42,0.0060568,0.74776,9.1442,0.041557,10.1372,0.68157,22.6648,0.71986,180.0732,1.1751,76.7869,1.6259,4.435,0.7708,4.435,0.7708,26,26,26,26,194.1604,0.32028,73.9637,0.48701,26,26,26,26,26,26,26,26,142.2296,0.31859,0.32238,0.31821,0.16968,0.18972,0.46381,0.15657,0.041359,0.3486,0.075608,0.052826,0.006205,0.0037971,0.0049455,#N/A
m60s22p11u_040725,,13,51,0.25,0.0085391,0.76215,9.3779,0.040033,13.9842,0.99175,15.2767,0.3954,173.2358,2.4444,78.8646,1.9757,7.0034,1.374,7.0034,1.374,13,13,13,13,190.1256,0.45712,66.3926,0.50721,13,13,13,13,13,13,13,13,136.1193,0.38706,0.33441,0.35686,0.18456,0.12416,0.24118,0.31765,0.31765,0.16471,0.031878,0.036361,0.014578,0.0079834,0.0055939,#N/A
m60s23p11c_041025,,27,102,0.26,0.0097979,0.6457,8.7544,0.038651,8.1852,0.50409,22.9732,0.80995,179.6303,1.834,72.8756,1.6654,7.9306,0.97179,7.9306,0.97179,27,27,27,27,170.2183,0.45145,61.9487,0.67466,27,27,27,27,27,27,27,27,125.5969,0.50785,0.26575,0.42042,0.22304,0.090793,0.55753,0.26164,0.076712,0.1137,0.065066,0.051231,0.0037784,0.0048897,0.0041118,#N/A
m60s24p12c_041325,,24,77,0.31,0.0049822,0.7319,10.6397,0.045354,12.8481,0.90593,16.8865,0.66856,78.3644,1.8864,77.2806,1.6383,7.8409,0.94093,7.8409,0.94093,24,24,24,24,197.8032,0.57108,67.83,0.61471,24,24,24,24,24,24,24,24,140.3333,0.41713,0.27615,0.28291,0.2187,0.22224,0.33622,0.21144,0.21144,0.25303,0.049526,0.0063898,0.037932,0.0033709,0.0062972,#N/A
m60s24p12u_041325,,7,29,0.24,0.0030006,0.85041,9.0806,0.043685,24.0403,2.2673,18.2114,1.492,76.621,4.6875,79.7558,3.595,10.5782,1.823,10.5782,1.823,7,7,7,7,200.7696,0.40245,57.9251,0.41026,7,7,7,7,7,7,7,7,136.365,0.26635,0.40499,0.24605,0.17611,0.17285,0.32,0.18,0.46,0.18,0.013966,0.013003,0.0083906,0.0019078,0.0037971,#N/A
m60s25p13c_041425,,23,65,0.35,0.0046301,0.74271,9.5566,0.041795,13.8852,1.1329,17.9111,0.70552,78.5932,1.1519,178.2719,2.0089,4.1554,0.73623,4.1554,0.73623,23,23,23,23,180.5189,0.65875,54.5245,0.44681,23,23,23,23,23,23,23,23,125.0828,0.44147,0.28429,0.24458,0.27496,0.19617,0.43774,0.04717,0.26415,0.26415,0.046061,0.013261,0.0032967,0.0098529,0.0037782,#N/A
m60s25p13u_041425,,5,27,0.19,0.005019,0.78529,9.3253,0.044838,23.2153,2.1135,31.1167,2.5703,71.1549,3.0032,178.7238,3.9011,5.2484,1.4604,5.2484,1.4604,5,5,5,5,195.7159,0.68931,64.6405,0.56516,5,5,5,5,5,5,5,5,136.2906,0.49435,0.27236,0.33918,0.24041,0.14805,0.26923,0.46154,0.46154,0.076923,0.011186,0.009149,0.014946,0.0056857,0.0044634,#N/A
m60s26p14c_041525,,39,95,0.41,0.0035005,0.70566,11.8701,0.046228,11.0034,0.53477,22.9452,0.56557,179.3418,1.131,179.5004,1.2043,5.5166,0.69154,5.5166,0.69154,39,39,39,39,171.0715,0.57002,43.4847,0.30145,39,39,39,39,39,39,39,39,116.0026,0.33051,0.23316,0.22946,0.22898,0.3084,0.23193,0.15506,0.23193,0.38568,0.070696,0.010576,0.0094458,0.0080197,0.016465,#N/A
m60s26p14u_041525,,21,39,0.54,0.0043898,0.71376,7.3048,0.038998,11.7758,1.5851,24.9448,0.95954,179.4055,1.5246,180.9516,1.9424,5.9759,0.73408,5.9759,0.73408,21,21,21,21,196.426,0.46996,67.9469,0.47466,21,21,21,21,21,21,21,21,138.7353,0.35475,0.30823,0.21465,0.26872,0.20839,0.38462,0.099548,0.38462,0.14706,0.035896,0.008761,0.0067051,0.0081683,0.0077238,#N/A
m60s2p2c_011325,,46,57,0.81,0.033176,0.83084,6.5145,0.031538,13.7887,0.79295,15.8207,0.68245,184.8366,3.4709,69.271,3.1406,19.7767,1.8319,19.7767,1.8319,46,46,46,46,181.1235,1.1132,66.9765,0.62651,46,46,46,46,46,46,46,46,129.8158,0.68137,0.18433,0.33381,0.35217,0.12968,0.39206,0.21823,0.17478,0.21823,0.081337,0.065629,0.14774,0.026896,0.020358,#N/A
m60s3p3c_011525,,20,25,0.8,0.0081126,0.85457,5.3786,0.02833,10.1707,1.0404,14.5227,0.63667,181.5909,2.7768,76.3895,2.5941,11.1989,1.0535,11.1989,1.0535,20,20,20,20,189.5569,0.33616,59.0586,0.67144,20,20,20,20,20,20,20,20,134.2048,0.32845,0.19974,0.23441,0.36436,0.20148,0.25436,0.25436,0.20449,0.30424,0.042675,0.036859,0.005501,0.0052417,0.0043527,#N/A
m60s4p4C_011625,,20,30,0.67,0.014744,0.77234,6.1408,0.030877,11.1546,1.0698,14.5555,0.75978,174.3349,2.7438,75.3846,2.1046,10.5318,1.3003,10.5318,1.3003,20,20,20,20,191.7166,0.7671,54.8361,0.76859,20,20,20,20,20,20,20,20,131.7509,0.54549,0.20856,0.30073,0.23062,0.26009,0.20449,0.30424,0.35411,0.15461,0.020819,0.020912,0.022949,0.010502,0.0071681,#N/A
m60s5p5c_012225,,24,37,0.65,0.0075572,0.86843,6.9475,0.034021,7.5023,0.9688,17.3089,0.81138,180.4871,2.6189,74.4506,2.4005,11.0203,1.2562,11.0203,1.2562,24,24,24,24,196.2061,0.41655,48.7458,0.40911,24,24,24,24,24,24,24,24,131.0973,0.30978,0.32002,0.17867,0.26004,0.24128,0.41941,0.21144,0.16984,0.21144,0.024672,0.019541,0.0074276,0.0059087,0.0055753,#N/A
m60s6p6c_012925,,14,18,0.78,0.0093532,0.86205,6.791,0.031232,6.9793,0.49726,19.2514,0.95548,182.5672,2.4943,74.9688,3.9485,7.3713,1.429,7.3713,1.429,14,14,14,14,205.4728,0.26253,49.013,0.34723,14,14,14,14,14,14,14,14,135.1832,0.1804,0.3252,0.20592,0.23298,0.23591,0.43655,0.15228,0.081218,0.36548,0.030597,0.013372,0.0054823,0.014687,0.0075937,#N/A
m60s7p6c_020525,,16,31,0.52,0.010539,0.82684,7.0638,0.030972,6.7729,0.55545,20.8409,0.71008,179.8274,3.119,76.8159,3.6657,10.4953,1.5443,10.4953,1.5443,16,16,16,16,200.9531,0.63457,57.3573,0.49317,16,16,16,16,16,16,16,16,135.4076,0.3261,0.37872,0.16525,0.15888,0.29715,0.38132,0.19455,0.19455,0.25681,0.02895,0.023319,0.011002,0.007631,0.003797,#N/A
m60s8p7c021025,,8,37,0.22,0.0032042,0.78809,8.5059,0.031469,9.0304,0.94745,14.6432,0.94237,181.5206,2.1675,82.8007,3.6593,4.9462,1.0968,4.9462,1.0968,8,8,8,8,197.3467,0.63547,55.032,0.47624,8,8,8,8,8,8,8,8,133.0322,0.38156,0.32429,0.20979,0.23058,0.23534,0.27692,0.15385,0.15385,0.52308,0.022985,0.016225,0.01741,0.0045378,0.0041488,#N/A
m60s9p7c_022225,,16,56,0.29,0.013762,0.68176,9.8103,0.034391,8.9958,0.77186,16.8094,0.80444,180.9122,1.9731,77.4956,2.7918,6.5414,1.0201,6.5414,1.0201,16,16,16,16,191.8041,0.53955,56.5699,0.5183,16,16,16,16,16,16,16,16,132.1036,0.38245,0.32326,0.20995,0.19112,0.27567,0.38132,0.19455,0.1323,0.31907,0.031137,0.024617,0.0082055,0.0073164,0.013799,#N/A
m60s9p7u_022225,,14,44,0.32,0.0047786,0.73394,6.8144,0.030569,11.8228,0.8559,17.0708,0.848,177.1612,1.4858,80.9819,2.3646,4.3163,0.88008,4.3163,0.88008,14,14,14,14,201.6629,0.49108,60.1965,0.55678,14,14,14,14,14,14,14,14,139.0887,0.3681,0.47121,0.17071,0.1491,0.20898,0.15228,0.36548,0.29442,0.22335,0.027153,0.023541,0.019522,0.0065381,0.010261,#N/A
m61s10p9c_031225,,24,86,0.28,0.0075758,0.80183,8.7138,0.03899,9.711,0.55249,15.1924,0.6342,76.3865,1.9209,176.7524,2.1058,8.1464,0.89703,8.1464,0.89703,24,24,24,24,191.5769,0.86652,44.2981,0.47428,24,24,24,24,24,24,24,24,126.9309,0.53685,0.23426,0.26784,0.28232,0.21558,0.33622,0.25303,0.16984,0.25303,0.039805,0.0032415,0.0060384,0.016448,0.0039083,#N/A
m61s10p9u_031225,,14,45,0.31,0.0020752,0.7401,6.6253,0.035566,15.1237,1.0329,24.9115,1.0573,75.2938,2.3573,177.4366,2.2128,7.2255,1.2413,7.2255,1.2413,14,14,14,14,189.2676,0.67438,72.1318,0.69994,14,14,14,14,14,14,14,14,137.5413,0.47042,0.19405,0.35999,0.26527,0.18069,0.36548,0.22335,0.29442,0.15228,0.027367,0.018658,0.0075411,0.013007,0.018862,#N/A
m61s12p11c_032125,,18,62,0.29,0.0034451,0.7702,7.5461,0.037239,8.0221,0.78025,19.8837,1.074,176.1718,2.2022,78.6298,2.5736,7.5588,1.2202,7.5588,1.2202,18,18,18,18,179.1764,0.49677,56.3572,0.58547,18,18,18,18,18,18,18,18,126.6169,0.31673,0.35538,0.31178,0.18153,0.15131,0.17231,0.39385,0.22769,0.22769,0.038044,0.031987,0.00589,0.0051491,0.0030932,#N/A
m61s12p11u_032125,,15,46,0.33,0.0056679,0.66363,7.8353,0.040839,16.9124,1.7689,17.5328,1.2273,175.5523,1.8728,82.7843,2.6204,5.573,1.1353,5.573,1.1353,15,15,15,15,182.1577,0.40424,64.0625,0.40761,15,15,15,15,15,15,15,15,130.1207,0.32828,0.3654,0.33846,0.17111,0.12503,0.14159,0.20796,0.40708,0.27434,0.039638,0.044176,0.033526,0.0039453,0.0097614,#N/A
m61s13p12c_032325,,37,94,0.39,0.01567,0.6508,7.6942,0.037469,8.9893,0.65686,14.1716,0.9468,78.1602,1.5841,78.593,1.6533,8.168,0.81006,8.168,0.81006,37,37,37,37,190.084,0.47686,64.3102,0.61675,37,37,37,37,37,37,37,37,136.2808,0.41362,0.27748,0.3675,0.19515,0.15987,0.29854,0.1635,0.21752,0.32555,0.078034,0.012947,0.057604,0.0083721,0.0054641,#N/A
m61s13p12u_032325,,5,24,0.21,0.0040194,0.71275,6.606,0.035565,20.5438,2.1984,15.5527,1.2288,74.3621,3.3791,81.8163,3.8775,4.6867,2.4345,4.6867,2.4345,5,5,5,5,189.6725,0.42375,75.5576,0.58647,5,5,5,5,5,5,5,5,141.4068,0.35706,0.22085,0.37866,0.20154,0.19895,0.26923,0.26923,0.65385,0.076923,0.0088909,0.02432,0.0081129,0.025098,0.0089279,#N/A
m61s14p13c_032625,,22,64,0.34,0.0019449,0.77967,5.9992,0.033051,8.9416,0.8472,16.1979,0.80091,73.5733,2.4526,174.4624,1.5765,10.2807,0.99095,10.2807,0.99095,22,22,22,22,192.2226,0.59583,56.0124,0.43556,22,22,22,22,22,22,22,22,129.7518,0.38733,0.26611,0.26824,0.26059,0.20505,0.18557,0.50309,0.14021,0.18557,0.043621,0.0028895,0.028914,0.0093354,0.0012595,#N/A
m61s14p13u_032625,,13,33,0.39,0.0070934,0.70532,5.779,0.031802,16.493,1.1807,15.2014,0.78875,83.045,1.9225,180.1481,2.4138,4.9597,1.283,4.9597,1.283,13,13,13,13,180.7957,0.71726,54.073,0.58628,13,13,13,13,13,13,13,13,125.7105,0.48929,0.18163,0.43599,0.23293,0.14944,0.16471,0.088235,0.088235,0.7,0.027466,0.016706,0.054358,0.010927,0.0046116,#N/A
m61s15p14c_033025,,19,55,0.35,0.011576,0.75315,7.85,0.037926,10.5332,0.87754,23.4602,1.1248,181.8936,2.5485,180.245,1.8706,9.2659,1.3135,9.2659,1.3135,19,19,19,19,192.2567,0.86911,53.092,0.66299,19,19,19,19,19,19,19,19,127.7192,0.54704,0.20832,0.42049,0.15581,0.21538,0.21547,0.21547,0.1105,0.4779,0.041064,0.002093,0.023079,0.0037971,0.011373,#N/A
m61s15p14u_033025,,4,29,0.14,0.0036303,0.63588,6.2156,0.034548,19.9054,1.8287,15.8121,0.50882,178.8216,3.9715,181.879,3.0279,5.8653,2.075,5.8653,2.075,4,4,4,4,169.7403,0.60455,64.5492,0.57281,4,4,4,4,4,4,4,4,125.2867,0.52111,0.19754,0.45495,0.16127,0.18624,0.35294,0.11765,0.58824,0.35294,0.011261,0.017874,0.047583,0.0043156,0.0076125,#N/A
m61s1p1c_011025,,46,47,0.98,0.29685,0.7404,5.7779,0.025449,14.197,0.71881,9.9751,0.29724,178.4156,6.3617,88.4173,6.3134,38.9736,2.5918,38.9736,2.5918,46,46,46,46,190.8117,1.0682,71.8938,0.74738,46,46,46,46,46,46,46,46,137.3532,0.75136,0.17834,0.20653,0.32913,0.28599,0.00094473,0.34861,0.26169,0.39206,0.20894,0.23415,0.26908,0.42453,0.36466,#N/A
